Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,89020,-,-,-,34.61,-120.22,-8,163,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Temperature,Pressure,
2018,1,1,0,30,0,0,8.1,0.11,1.1,13.700000000000001,1003,N/A
2018,1,1,1,30,0,0,7.800000000000001,0.11,1.5,13.3,1003,N/A
2018,1,1,2,30,0,0,7.2,0.11,1.6,12.8,1003,N/A
2018,1,1,3,30,0,0,6.6000000000000005,0.11,1.6,12.600000000000001,1003,N/A
2018,1,1,4,30,0,0,5.7,0.11,1.7000000000000002,12.5,1003,N/A
2018,1,1,5,30,0,0,4.6000000000000005,0.11,1.8,12.3,1003,N/A
2018,1,1,6,30,0,0,3.6,0.11,1.8,12.5,1003,N/A
2018,1,1,7,30,20,68,2.8000000000000003,0.11,1.8,14,1004,N/A
2018,1,1,8,30,86,204,2.6,0.11,1.6,16.1,1004,N/A
2018,1,1,9,30,124,422,3.7,0.11,1.1,17.900000000000002,1004,N/A
2018,1,1,10,30,107,699,4.800000000000001,0.11,1.4000000000000001,19.1,1004,N/A
2018,1,1,11,30,75,873,6.300000000000001,0.11,2,19.200000000000003,1004,N/A
2018,1,1,12,30,157,582,7.1000000000000005,0.11,2.2,18.900000000000002,1003,N/A
2018,1,1,13,30,197,307,7.1000000000000005,0.11,2.2,18.7,1003,N/A
2018,1,1,14,30,139,385,7.300000000000001,0.11,2.2,18.2,1003,N/A
2018,1,1,15,30,89,296,7.7,0.11,2.2,17.8,1002,N/A
2018,1,1,16,30,30,112,8.3,0.11,2.5,15.700000000000001,1003,N/A
2018,1,1,17,30,0,0,8.8,0.11,2.5,15,1003,N/A
2018,1,1,18,30,0,0,9,0.11,2.2,14.8,1003,N/A
2018,1,1,19,30,0,0,8.9,0.11,1.9000000000000001,14.9,1003,N/A
2018,1,1,20,30,0,0,8.5,0.11,1.6,15.100000000000001,1003,N/A
2018,1,1,21,30,0,0,7.9,0.11,1.5,15.4,1003,N/A
2018,1,1,22,30,0,0,7.5,0.11,1.4000000000000001,15.600000000000001,1003,N/A
2018,1,1,23,30,0,0,7.2,0.11,1.4000000000000001,15.600000000000001,1003,N/A
2018,1,2,0,30,0,0,6.9,0.11,1.3,15.600000000000001,1003,N/A
2018,1,2,1,30,0,0,6.300000000000001,0.11,1.2000000000000002,15.4,1003,N/A
2018,1,2,2,30,0,0,6,0.11,1.2000000000000002,15.200000000000001,1003,N/A
2018,1,2,3,30,0,0,5.5,0.11,1.2000000000000002,15,1003,N/A
2018,1,2,4,30,0,0,5,0.11,1.2000000000000002,15,1003,N/A
2018,1,2,5,30,0,0,4.4,0.11,1,14.9,1003,N/A
2018,1,2,6,30,0,0,4.3,0.11,1,14.9,1003,N/A
2018,1,2,7,30,16,10,4.6000000000000005,0.11,0.9,15.3,1004,N/A
2018,1,2,8,30,85,29,5.2,0.11,1,16.7,1004,N/A
2018,1,2,9,30,150,82,5.7,0.11,1.2000000000000002,18.2,1004,N/A
2018,1,2,10,30,203,219,5.800000000000001,0.11,1.3,19.5,1003,N/A
2018,1,2,11,30,199,31,5.5,0.11,1.4000000000000001,20.400000000000002,1003,N/A
2018,1,2,12,30,187,12,5.2,0.11,1.1,20.700000000000003,1002,N/A
2018,1,2,13,30,182,409,5.1000000000000005,0.11,0.8,20.5,1001,N/A
2018,1,2,14,30,154,281,5.5,0.11,0.6000000000000001,19.8,1001,N/A
2018,1,2,15,30,93,267,6.300000000000001,0.11,0.5,19.3,1001,N/A
2018,1,2,16,30,32,92,6.5,0.11,0.9,17.8,1001,N/A
2018,1,2,17,30,0,0,6.5,0.11,1.1,17.3,1001,N/A
2018,1,2,18,30,0,0,6.6000000000000005,0.11,1.3,17,1001,N/A
2018,1,2,19,30,0,0,6.6000000000000005,0.11,1.4000000000000001,16.7,1001,N/A
2018,1,2,20,30,0,0,6.800000000000001,0.11,1.6,16.5,1001,N/A
2018,1,2,21,30,0,0,7.1000000000000005,0.11,1.5,16.3,1001,N/A
2018,1,2,22,30,0,0,6.800000000000001,0.11,1.3,16.2,1001,N/A
2018,1,2,23,30,0,0,6.300000000000001,0.11,1.1,16,1001,N/A
2018,1,3,0,30,0,0,6,0.11,1,15.9,1000,N/A
2018,1,3,1,30,0,0,5.5,0.11,0.8,16,1001,N/A
2018,1,3,2,30,0,0,5.4,0.11,0.7000000000000001,15.9,1000,N/A
2018,1,3,3,30,0,0,5.6000000000000005,0.11,0.7000000000000001,15.700000000000001,1000,N/A
2018,1,3,4,30,0,0,5.800000000000001,0.11,0.8,15.5,1000,N/A
2018,1,3,5,30,0,0,5.6000000000000005,0.11,1.1,15.4,1000,N/A
2018,1,3,6,30,0,0,5.6000000000000005,0.11,1.4000000000000001,15.4,1000,N/A
2018,1,3,7,30,7,0,6,0.11,1.8,16.2,1001,N/A
2018,1,3,8,30,24,0,6.1000000000000005,0.11,2.5,17.7,1001,N/A
2018,1,3,9,30,63,0,6.1000000000000005,0.11,3.1,18.8,1001,N/A
2018,1,3,10,30,142,4,6.2,0.11,3.2,19.5,1000,N/A
2018,1,3,11,30,167,4,6.5,0.11,3.2,19.8,1000,N/A
2018,1,3,12,30,187,13,7,0.11,3.2,19.6,999,N/A
2018,1,3,13,30,137,1,7.7,0.11,3,19,999,N/A
2018,1,3,14,30,66,0,8.6,0.11,2.4000000000000004,18.400000000000002,999,N/A
2018,1,3,15,30,33,0,9.5,0.11,1.9000000000000001,18,999,N/A
2018,1,3,16,30,14,0,10.100000000000001,0.11,1,16.7,1000,N/A
2018,1,3,17,30,0,0,10.100000000000001,0.11,1,16.3,1000,N/A
2018,1,3,18,30,0,0,10.4,0.11,1.1,16,1001,N/A
2018,1,3,19,30,0,0,10.5,0.11,1.4000000000000001,15.8,1001,N/A
2018,1,3,20,30,0,0,10.700000000000001,0.11,1.7000000000000002,15.8,1001,N/A
2018,1,3,21,30,0,0,11.100000000000001,0.11,1.9000000000000001,15.8,1001,N/A
2018,1,3,22,30,0,0,11.8,0.11,2.1,15.700000000000001,1001,N/A
2018,1,3,23,30,0,0,12.4,0.11,2.1,15.4,1001,N/A
2018,1,4,0,30,0,0,13,0.11,2,15.200000000000001,1001,N/A
2018,1,4,1,30,0,0,13.3,0.11,1.8,15,1001,N/A
2018,1,4,2,30,0,0,13.5,0.11,1.6,14.9,1001,N/A
2018,1,4,3,30,0,0,13.5,0.11,1.6,14.8,1001,N/A
2018,1,4,4,30,0,0,13.600000000000001,0.11,1.7000000000000002,14.8,1001,N/A
2018,1,4,5,30,0,0,13.700000000000001,0.11,1.8,14.8,1002,N/A
2018,1,4,6,30,0,0,13.8,0.11,2,15,1002,N/A
2018,1,4,7,30,18,130,14,0.11,2.3000000000000003,15.600000000000001,1003,N/A
2018,1,4,8,30,43,19,14.5,0.11,2.7,16.6,1003,N/A
2018,1,4,9,30,105,74,15,0.11,2.8000000000000003,17.400000000000002,1003,N/A
2018,1,4,10,30,159,18,15.200000000000001,0.11,2.9000000000000004,18.2,1003,N/A
2018,1,4,11,30,224,67,15,0.11,2.9000000000000004,18.7,1002,N/A
2018,1,4,12,30,208,205,14.700000000000001,0.11,2.9000000000000004,18.900000000000002,1002,N/A
2018,1,4,13,30,203,68,14.600000000000001,0.11,2.8000000000000003,18.8,1001,N/A
2018,1,4,14,30,80,448,14.600000000000001,0.11,2.7,18.5,1001,N/A
2018,1,4,15,30,54,283,14.5,0.11,2.6,18.3,1001,N/A
2018,1,4,16,30,27,338,14.700000000000001,0.11,1.6,16.400000000000002,1002,N/A
2018,1,4,17,30,0,0,14.9,0.11,1.1,15.600000000000001,1003,N/A
2018,1,4,18,30,0,0,15,0.11,0.8,15.4,1003,N/A
2018,1,4,19,30,0,0,14.9,0.11,0.6000000000000001,15.3,1004,N/A
2018,1,4,20,30,0,0,14.9,0.11,0.9,15.3,1004,N/A
2018,1,4,21,30,0,0,14.8,0.11,1.1,15.200000000000001,1005,N/A
2018,1,4,22,30,0,0,14.8,0.11,1,15.200000000000001,1005,N/A
2018,1,4,23,30,0,0,14.700000000000001,0.11,0.9,15.200000000000001,1004,N/A
2018,1,5,0,30,0,0,14.600000000000001,0.11,0.7000000000000001,15.3,1004,N/A
2018,1,5,1,30,0,0,14.600000000000001,0.11,0.5,15.200000000000001,1004,N/A
2018,1,5,2,30,0,0,14.4,0.11,0.4,15.100000000000001,1003,N/A
2018,1,5,3,30,0,0,14.200000000000001,0.11,0.5,14.9,1003,N/A
2018,1,5,4,30,0,0,14,0.11,0.6000000000000001,14.700000000000001,1004,N/A
2018,1,5,5,30,0,0,13.8,0.11,0.7000000000000001,14.600000000000001,1004,N/A
2018,1,5,6,30,0,0,13.600000000000001,0.11,0.9,14.5,1005,N/A
2018,1,5,7,30,16,118,13.5,0.11,1,15.100000000000001,1005,N/A
2018,1,5,8,30,49,0,14,0.11,1,16.2,1005,N/A
2018,1,5,9,30,153,101,14.200000000000001,0.11,0.5,17.6,1005,N/A
2018,1,5,10,30,69,851,13.4,0.11,0.7000000000000001,18.8,1005,N/A
2018,1,5,11,30,95,805,12.700000000000001,0.11,1.5,19.5,1004,N/A
2018,1,5,12,30,109,760,12.5,0.11,1.9000000000000001,19.700000000000003,1004,N/A
2018,1,5,13,30,123,654,12.5,0.11,2.4000000000000004,19.5,1003,N/A
2018,1,5,14,30,91,664,12.5,0.11,3.2,18.8,1003,N/A
2018,1,5,15,30,104,69,12.700000000000001,0.11,3.6,18.2,1004,N/A
2018,1,5,16,30,33,9,13.200000000000001,0.11,3.5,16.2,1004,N/A
2018,1,5,17,30,0,0,13.4,0.11,3.2,15.600000000000001,1004,N/A
2018,1,5,18,30,0,0,13.5,0.11,2.9000000000000004,15.4,1005,N/A
2018,1,5,19,30,0,0,13.5,0.11,2.4000000000000004,15.3,1005,N/A
2018,1,5,20,30,0,0,13.600000000000001,0.11,2,15.100000000000001,1005,N/A
2018,1,5,21,30,0,0,13.600000000000001,0.11,1.8,14.9,1005,N/A
2018,1,5,22,30,0,0,13.5,0.11,1.7000000000000002,14.8,1004,N/A
2018,1,5,23,30,0,0,13.5,0.11,1.6,14.9,1004,N/A
2018,1,6,0,30,0,0,13.3,0.11,1.4000000000000001,15,1003,N/A
2018,1,6,1,30,0,0,13.200000000000001,0.11,1.3,15,1003,N/A
2018,1,6,2,30,0,0,13.100000000000001,0.11,1.5,15,1003,N/A
2018,1,6,3,30,0,0,13.100000000000001,0.11,2,14.9,1003,N/A
2018,1,6,4,30,0,0,13.3,0.11,2.2,14.700000000000001,1003,N/A
2018,1,6,5,30,0,0,13.4,0.11,2.3000000000000003,14.600000000000001,1003,N/A
2018,1,6,6,30,0,0,13.5,0.11,2.1,14.700000000000001,1004,N/A
2018,1,6,7,30,19,25,13.600000000000001,0.11,2.1,15.3,1004,N/A
2018,1,6,8,30,86,69,13.700000000000001,0.11,2.1,16.3,1004,N/A
2018,1,6,9,30,155,88,13.8,0.11,2,17.5,1005,N/A
2018,1,6,10,30,209,117,13.200000000000001,0.11,2,18.8,1004,N/A
2018,1,6,11,30,242,198,12.700000000000001,0.11,2.6,19.400000000000002,1003,N/A
2018,1,6,12,30,239,259,12.700000000000001,0.11,3.5,19.200000000000003,1002,N/A
2018,1,6,13,30,218,198,12.8,0.11,4.1000000000000005,18.5,1002,N/A
2018,1,6,14,30,137,428,12.700000000000001,0.11,4.1000000000000005,17.7,1002,N/A
2018,1,6,15,30,98,22,12.600000000000001,0.11,4,17.400000000000002,1002,N/A
2018,1,6,16,30,31,0,12.600000000000001,0.11,3.2,16,1002,N/A
2018,1,6,17,30,0,0,12.5,0.11,3.1,15.3,1002,N/A
2018,1,6,18,30,0,0,12.4,0.11,2.9000000000000004,15,1002,N/A
2018,1,6,19,30,0,0,12.3,0.11,2.7,14.8,1003,N/A
2018,1,6,20,30,0,0,12.3,0.11,2.3000000000000003,14.700000000000001,1003,N/A
2018,1,6,21,30,0,0,12.3,0.11,2,14.600000000000001,1003,N/A
2018,1,6,22,30,0,0,12.3,0.11,1.9000000000000001,14.5,1003,N/A
2018,1,6,23,30,0,0,12.3,0.11,1.9000000000000001,14.3,1003,N/A
2018,1,7,0,30,0,0,12.200000000000001,0.11,2.1,14,1003,N/A
2018,1,7,1,30,0,0,12.200000000000001,0.11,2.3000000000000003,13.700000000000001,1002,N/A
2018,1,7,2,30,0,0,12.100000000000001,0.11,2.4000000000000004,13.5,1002,N/A
2018,1,7,3,30,0,0,11.9,0.11,2.4000000000000004,13.4,1001,N/A
2018,1,7,4,30,0,0,11.8,0.11,2.3000000000000003,13.4,1001,N/A
2018,1,7,5,30,0,0,11.700000000000001,0.11,2.3000000000000003,13.5,1001,N/A
2018,1,7,6,30,0,0,11.600000000000001,0.11,2,13.600000000000001,1002,N/A
2018,1,7,7,30,17,97,11.5,0.11,1.9000000000000001,14.200000000000001,1002,N/A
2018,1,7,8,30,58,447,11.5,0.11,1.6,15.8,1003,N/A
2018,1,7,9,30,113,492,11.4,0.11,1.1,17.900000000000002,1003,N/A
2018,1,7,10,30,76,811,10.5,0.11,0.8,19.6,1002,N/A
2018,1,7,11,30,74,859,10.100000000000001,0.11,1.1,20.400000000000002,1001,N/A
2018,1,7,12,30,104,764,10.4,0.11,1.5,20.6,1000,N/A
2018,1,7,13,30,187,411,10.700000000000001,0.11,1.8,20.3,1000,N/A
2018,1,7,14,30,138,426,10.8,0.11,2.2,19.6,1000,N/A
2018,1,7,15,30,55,639,11,0.11,2.4000000000000004,19.1,999,N/A
2018,1,7,16,30,38,72,11.5,0.11,2.5,16.5,999,N/A
2018,1,7,17,30,0,0,11.700000000000001,0.11,2.6,15.5,1000,N/A
2018,1,7,18,30,0,0,11.9,0.11,2.5,15.200000000000001,1000,N/A
2018,1,7,19,30,0,0,12.100000000000001,0.11,2.3000000000000003,15.200000000000001,1000,N/A
2018,1,7,20,30,0,0,12.100000000000001,0.11,2,15.200000000000001,1000,N/A
2018,1,7,21,30,0,0,12,0.11,1.7000000000000002,15.3,1000,N/A
2018,1,7,22,30,0,0,11.8,0.11,1.2000000000000002,15.8,999,N/A
2018,1,7,23,30,0,0,11.600000000000001,0.11,0.7000000000000001,16.3,999,N/A
2018,1,8,0,30,0,0,11.5,0.11,0.5,16.400000000000002,998,N/A
2018,1,8,1,30,0,0,11.600000000000001,0.11,0.5,16.2,998,N/A
2018,1,8,2,30,0,0,11.8,0.11,0.7000000000000001,16,997,N/A
2018,1,8,3,30,0,0,12.100000000000001,0.11,1,15.700000000000001,997,N/A
2018,1,8,4,30,0,0,12.700000000000001,0.11,1.4000000000000001,15.3,997,N/A
2018,1,8,5,30,0,0,13.100000000000001,0.11,1.8,15.200000000000001,997,N/A
2018,1,8,6,30,0,0,13.5,0.11,2.3000000000000003,15.200000000000001,997,N/A
2018,1,8,7,30,14,8,13.8,0.11,2.9000000000000004,15.5,996,N/A
2018,1,8,8,30,58,10,14.100000000000001,0.11,3.5,15.9,996,N/A
2018,1,8,9,30,145,87,14.100000000000001,0.11,3.7,16.3,995,N/A
2018,1,8,10,30,128,10,14.200000000000001,0.11,3.4000000000000004,16.7,995,N/A
2018,1,8,11,30,43,0,14.4,0.11,3.1,16.8,994,N/A
2018,1,8,12,30,129,1,14.700000000000001,0.11,3.6,16.7,994,N/A
2018,1,8,13,30,113,0,14.8,0.11,4.4,16.3,993,N/A
2018,1,8,14,30,78,0,14.700000000000001,0.11,4.800000000000001,15.9,993,N/A
2018,1,8,15,30,29,1,14.5,0.11,5,15.8,992,N/A
2018,1,8,16,30,10,0,14.3,0.11,5.7,15.4,992,N/A
2018,1,8,17,30,0,0,14,0.11,6.5,15.200000000000001,991,N/A
2018,1,8,18,30,0,0,13.700000000000001,0.11,7,15.100000000000001,990,N/A
2018,1,8,19,30,0,0,13.700000000000001,0.11,7.4,15.3,990,N/A
2018,1,8,20,30,0,0,13.8,0.11,7.800000000000001,15.4,989,N/A
2018,1,8,21,30,0,0,13.9,0.11,8.200000000000001,15.4,989,N/A
2018,1,8,22,30,0,0,13.9,0.11,8.9,15.5,988,N/A
2018,1,8,23,30,0,0,14,0.11,9.200000000000001,15.600000000000001,986,N/A
2018,1,9,0,30,0,0,14.100000000000001,0.11,9,15.600000000000001,985,N/A
2018,1,9,1,30,0,0,14.3,0.11,8.200000000000001,15.5,984,N/A
2018,1,9,2,30,0,0,14.3,0.11,6.800000000000001,15.3,983,N/A
2018,1,9,3,30,0,0,13.9,0.11,6.6000000000000005,14.5,983,N/A
2018,1,9,4,30,0,0,12.4,0.11,7,13.200000000000001,985,N/A
2018,1,9,5,30,0,0,10.8,0.11,6,12.3,986,N/A
2018,1,9,6,30,0,0,10.4,0.11,4.800000000000001,12.100000000000001,986,N/A
2018,1,9,7,30,3,0,10.4,0.11,4.9,12.3,987,N/A
2018,1,9,8,30,14,0,10.3,0.11,5.300000000000001,12.5,987,N/A
2018,1,9,9,30,26,0,10.100000000000001,0.11,5.300000000000001,12.4,988,N/A
2018,1,9,10,30,160,95,9.8,0.11,4.9,12.200000000000001,988,N/A
2018,1,9,11,30,233,197,9.5,0.11,4.3,12.200000000000001,988,N/A
2018,1,9,12,30,102,819,9.3,0.11,3.3000000000000003,12.4,987,N/A
2018,1,9,13,30,91,813,9.200000000000001,0.11,2.1,12.8,988,N/A
2018,1,9,14,30,134,454,9.3,0.11,1.6,13.3,988,N/A
2018,1,9,15,30,82,444,9.3,0.11,1.8,13.5,989,N/A
2018,1,9,16,30,38,192,9.8,0.11,3.4000000000000004,12.5,991,N/A
2018,1,9,17,30,0,0,9.5,0.11,4.3,12,992,N/A
2018,1,9,18,30,0,0,9.9,0.11,5,11.9,993,N/A
2018,1,9,19,30,0,0,10.3,0.11,5.6000000000000005,12.100000000000001,994,N/A
2018,1,9,20,30,0,0,10.5,0.11,6.1000000000000005,12.3,995,N/A
2018,1,9,21,30,0,0,10.5,0.11,6.300000000000001,12.4,996,N/A
2018,1,9,22,30,0,0,10.4,0.11,6.4,12.4,996,N/A
2018,1,9,23,30,0,0,10.200000000000001,0.11,6.2,12.3,996,N/A
2018,1,10,0,30,0,0,10,0.11,5.9,12.200000000000001,997,N/A
2018,1,10,1,30,0,0,9.8,0.11,5.5,11.9,997,N/A
2018,1,10,2,30,0,0,9.600000000000001,0.11,5.2,11.700000000000001,998,N/A
2018,1,10,3,30,0,0,9.4,0.11,5.1000000000000005,11.5,998,N/A
2018,1,10,4,30,0,0,9.200000000000001,0.11,5,11.3,999,N/A
2018,1,10,5,30,0,0,9.1,0.11,4.7,11.200000000000001,1000,N/A
2018,1,10,6,30,0,0,9,0.11,4.7,11.200000000000001,1001,N/A
2018,1,10,7,30,21,79,9,0.11,5,11.700000000000001,1001,N/A
2018,1,10,8,30,58,574,9.3,0.11,5.2,12.600000000000001,1002,N/A
2018,1,10,9,30,73,745,9.4,0.11,5.2,13.8,1002,N/A
2018,1,10,10,30,76,844,9.200000000000001,0.11,5.300000000000001,15.100000000000001,1002,N/A
2018,1,10,11,30,115,748,8.8,0.11,5.6000000000000005,16.3,1002,N/A
2018,1,10,12,30,79,879,8.4,0.11,5.800000000000001,17,1001,N/A
2018,1,10,13,30,104,749,8.5,0.11,5.800000000000001,17.400000000000002,1001,N/A
2018,1,10,14,30,79,715,9,0.11,5.7,17.2,1001,N/A
2018,1,10,15,30,78,516,9.5,0.11,5.6000000000000005,17,1001,N/A
2018,1,10,16,30,38,175,10.200000000000001,0.11,4.7,14.9,1002,N/A
2018,1,10,17,30,0,0,10.4,0.11,4.4,13.8,1002,N/A
2018,1,10,18,30,0,0,10.5,0.11,4.1000000000000005,13.100000000000001,1003,N/A
2018,1,10,19,30,0,0,10.5,0.11,3.7,12.600000000000001,1003,N/A
2018,1,10,20,30,0,0,10.5,0.11,3.5,12.3,1003,N/A
2018,1,10,21,30,0,0,10.600000000000001,0.11,3.4000000000000004,12.100000000000001,1003,N/A
2018,1,10,22,30,0,0,10.600000000000001,0.11,3.4000000000000004,11.9,1004,N/A
2018,1,10,23,30,0,0,10.600000000000001,0.11,3.5,11.8,1004,N/A
2018,1,11,0,30,0,0,10.5,0.11,3.6,11.700000000000001,1004,N/A
2018,1,11,1,30,0,0,10.5,0.11,3.7,11.5,1004,N/A
2018,1,11,2,30,0,0,10.4,0.11,3.8000000000000003,11.3,1004,N/A
2018,1,11,3,30,0,0,10.3,0.11,4,11.200000000000001,1004,N/A
2018,1,11,4,30,0,0,10.100000000000001,0.11,4,11.200000000000001,1004,N/A
2018,1,11,5,30,0,0,9.9,0.11,3.9000000000000004,11.100000000000001,1005,N/A
2018,1,11,6,30,0,0,9.600000000000001,0.11,3.8000000000000003,11.200000000000001,1005,N/A
2018,1,11,7,30,21,130,9.4,0.11,4,12,1006,N/A
2018,1,11,8,30,48,673,9.4,0.11,4,13.700000000000001,1007,N/A
2018,1,11,9,30,60,816,9.1,0.11,3.6,15.8,1007,N/A
2018,1,11,10,30,67,882,9.3,0.11,3,17.6,1006,N/A
2018,1,11,11,30,71,914,9,0.11,2.6,18.900000000000002,1005,N/A
2018,1,11,12,30,70,920,8.4,0.11,2.4000000000000004,19.8,1004,N/A
2018,1,11,13,30,67,901,8.1,0.11,2.2,20.1,1004,N/A
2018,1,11,14,30,61,851,7.9,0.11,2,19.900000000000002,1004,N/A
2018,1,11,15,30,50,740,8.3,0.11,1.8,19.5,1004,N/A
2018,1,11,16,30,32,458,9.700000000000001,0.11,1.6,16.3,1004,N/A
2018,1,11,17,30,0,0,9.700000000000001,0.11,1.8,14.8,1005,N/A
2018,1,11,18,30,0,0,9.600000000000001,0.11,2.1,14.100000000000001,1006,N/A
2018,1,11,19,30,0,0,9.200000000000001,0.11,2.3000000000000003,13.8,1006,N/A
2018,1,11,20,30,0,0,8.8,0.11,2.4000000000000004,13.5,1006,N/A
2018,1,11,21,30,0,0,8.6,0.11,2.3000000000000003,13.4,1006,N/A
2018,1,11,22,30,0,0,8.5,0.11,2.1,13.4,1005,N/A
2018,1,11,23,30,0,0,8.4,0.11,1.9000000000000001,13.4,1005,N/A
2018,1,12,0,30,0,0,8.3,0.11,1.9000000000000001,13.4,1005,N/A
2018,1,12,1,30,0,0,8.3,0.11,2,13.3,1005,N/A
2018,1,12,2,30,0,0,8.200000000000001,0.11,2.4000000000000004,13.200000000000001,1005,N/A
2018,1,12,3,30,0,0,8.200000000000001,0.11,3,13.100000000000001,1005,N/A
2018,1,12,4,30,0,0,8.1,0.11,3.6,13,1005,N/A
2018,1,12,5,30,0,0,8.1,0.11,4,12.8,1005,N/A
2018,1,12,6,30,0,0,8.200000000000001,0.11,4.3,13,1006,N/A
2018,1,12,7,30,21,89,8.5,0.11,4.5,14.200000000000001,1006,N/A
2018,1,12,8,30,73,411,8.9,0.11,4,16.2,1006,N/A
2018,1,12,9,30,65,795,9.3,0.11,3.4000000000000004,18.2,1006,N/A
2018,1,12,10,30,68,887,8.9,0.11,3.3000000000000003,19.900000000000002,1006,N/A
2018,1,12,11,30,112,757,8,0.11,3.6,20.900000000000002,1005,N/A
2018,1,12,12,30,134,678,7.5,0.11,3.9000000000000004,21.3,1004,N/A
2018,1,12,13,30,72,904,7.5,0.11,4.1000000000000005,21,1004,N/A
2018,1,12,14,30,67,848,7.800000000000001,0.11,3.9000000000000004,20.200000000000003,1004,N/A
2018,1,12,15,30,56,734,8.5,0.11,3.8000000000000003,19.5,1003,N/A
2018,1,12,16,30,38,370,9.3,0.11,3.4000000000000004,16.1,1004,N/A
2018,1,12,17,30,0,0,9.1,0.11,3.9000000000000004,14.700000000000001,1004,N/A
2018,1,12,18,30,0,0,8.8,0.11,4.4,14,1004,N/A
2018,1,12,19,30,0,0,8.700000000000001,0.11,4.5,13.5,1004,N/A
2018,1,12,20,30,0,0,8.700000000000001,0.11,4.4,13.200000000000001,1004,N/A
2018,1,12,21,30,0,0,8.8,0.11,4.3,13,1004,N/A
2018,1,12,22,30,0,0,8.9,0.11,3.9000000000000004,13,1004,N/A
2018,1,12,23,30,0,0,8.9,0.11,3.2,13.200000000000001,1004,N/A
2018,1,13,0,30,0,0,8.700000000000001,0.11,2.7,13.3,1004,N/A
2018,1,13,1,30,0,0,8.3,0.11,2.5,13.5,1003,N/A
2018,1,13,2,30,0,0,7.6000000000000005,0.11,2.4000000000000004,13.700000000000001,1003,N/A
2018,1,13,3,30,0,0,7,0.11,2.4000000000000004,13.8,1003,N/A
2018,1,13,4,30,0,0,6.6000000000000005,0.11,2.3000000000000003,13.9,1003,N/A
2018,1,13,5,30,0,0,6.300000000000001,0.11,2.3000000000000003,14,1003,N/A
2018,1,13,6,30,0,0,6.1000000000000005,0.11,2.4000000000000004,14.3,1004,N/A
2018,1,13,7,30,24,190,6.5,0.11,2.6,15.9,1004,N/A
2018,1,13,8,30,54,634,7.4,0.11,2.9000000000000004,18.2,1005,N/A
2018,1,13,9,30,65,826,7.2,0.11,3,20.1,1005,N/A
2018,1,13,10,30,71,895,7.4,0.11,2.8000000000000003,21.6,1005,N/A
2018,1,13,11,30,75,922,7.1000000000000005,0.11,2.5,22.400000000000002,1004,N/A
2018,1,13,12,30,77,922,7.2,0.11,2.1,22.6,1004,N/A
2018,1,13,13,30,73,902,7.4,0.11,1.8,22.5,1003,N/A
2018,1,13,14,30,70,836,7.7,0.11,1.3,22,1003,N/A
2018,1,13,15,30,59,706,8.8,0.11,0.9,21.700000000000003,1003,N/A
2018,1,13,16,30,39,328,9.700000000000001,0.11,0.6000000000000001,19.1,1003,N/A
2018,1,13,17,30,0,0,8.8,0.11,0.9,17.900000000000002,1003,N/A
2018,1,13,18,30,0,0,9,0.11,1.3,17.2,1004,N/A
2018,1,13,19,30,0,0,8.8,0.11,1.5,16.8,1004,N/A
2018,1,13,20,30,0,0,8.4,0.11,1.7000000000000002,16.400000000000002,1004,N/A
2018,1,13,21,30,0,0,8,0.11,2,16.1,1003,N/A
2018,1,13,22,30,0,0,7.6000000000000005,0.11,2.2,15.700000000000001,1003,N/A
2018,1,13,23,30,0,0,7.2,0.11,2.3000000000000003,15.4,1003,N/A
2018,1,14,0,30,0,0,7,0.11,2.3000000000000003,15.200000000000001,1002,N/A
2018,1,14,1,30,0,0,7,0.11,2,15.200000000000001,1002,N/A
2018,1,14,2,30,0,0,7.2,0.11,1.8,15.3,1003,N/A
2018,1,14,3,30,0,0,7.4,0.11,1.7000000000000002,15.4,1003,N/A
2018,1,14,4,30,0,0,7.7,0.11,1.7000000000000002,15.4,1003,N/A
2018,1,14,5,30,0,0,7.9,0.11,1.7000000000000002,15.4,1003,N/A
2018,1,14,6,30,0,0,8.200000000000001,0.11,1.7000000000000002,15.5,1003,N/A
2018,1,14,7,30,22,70,8.6,0.11,1.8,16.2,1004,N/A
2018,1,14,8,30,81,311,9.3,0.11,2.2,17.6,1004,N/A
2018,1,14,9,30,123,463,8.8,0.11,2.8000000000000003,19.3,1004,N/A
2018,1,14,10,30,169,474,7.9,0.11,3.1,20.6,1004,N/A
2018,1,14,11,30,169,567,7.5,0.11,2.7,21.400000000000002,1003,N/A
2018,1,14,12,30,147,667,7.5,0.11,2.3000000000000003,21.6,1003,N/A
2018,1,14,13,30,72,899,7.9,0.11,1.9000000000000001,21.3,1003,N/A
2018,1,14,14,30,64,850,8.3,0.11,1.5,20.700000000000003,1002,N/A
2018,1,14,15,30,81,512,9.600000000000001,0.11,1.3,20.200000000000003,1002,N/A
2018,1,14,16,30,43,206,10.8,0.11,0.6000000000000001,18.3,1002,N/A
